NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Scottie Scheffler,27,2024,"$10,939,500 ",2298,7,27,7,6,2,67.4,293.8,62.3,77.8,1.668,41.9,5.481
Wyndham Clark,30,2024,"$7,896,591 ",1531,7,25,6,3,1,68.5,306.3,53,72,1.68,66.7,4.96
Hideki Matsuyama,32,2024,"$5,632,462 ",1220,8,31,8,2,1,69.4,296.1,57.8,71.1,1.756,55.8,4.194
Xander Schauffele,30,2024,"$4,365,483 ",1121,7,27,7,5,0,68.4,302.3,58.6,72.5,1.71,51.5,4.889
Sahith Theegala,26,2024,"$4,282,963 ",1074,8,29,7,4,0,69.1,298.9,56.3,70.3,1.7,44.4,4.655
Chris Kirk,38,2024,"$4,182,871 ",916,8,29,7,1,1,69.1,294.4,61.9,69.6,1.725,45.8,4.966
Ludvig Åberg,24,2024,"$3,698,451 ",893,7,27,7,3,0,69.2,304.7,57.6,70,1.747,47.2,4.333
Matthieu Pavon,31,2024,"$3,382,793 ",987,7,25,6,3,1,69.2,296.7,59.9,69.6,1.719,43.3,4.72
Brian Harman,37,2024,"$3,202,283 ",815,7,27,7,2,0,69.1,288.2,62.6,68.7,1.698,47.4,4.481
Will Zalatoris,27,2024,"$2,922,316 ",761,6,20,4,2,0,69.7,295.8,61.2,68.1,1.791,46.9,4
Byeong Hun An,32,2024,"$2,834,467 ",948,8,29,7,3,0,69.1,308.1,54.1,71.3,1.72,64.7,5.138
Nick Taylor,35,2024,"$2,591,050 ",814,8,30,7,2,1,69.3,288.6,58.6,66.9,1.695,61.1,4.433
Christiaan Bezuidenhout,29,2024,"$2,493,774 ",628,8,27,6,1,0,69.4,281.7,56.5,64.5,1.689,36.7,4.519
Jake Knapp,29,2024,"$2,463,745 ",799,8,31,7,3,1,69.9,305.1,54.6,68.1,1.729,73.2,4.258
Luke List,39,2024,"$2,249,220 ",541,9,29,6,1,0,70.2,296.2,55.1,68.8,1.772,38.8,3.897
Tom Hoge,34,2024,"$2,168,721 ",752,10,37,9,2,0,69.3,290.2,58.6,70.2,1.724,57.1,4.541
Sam Burns,27,2024,"$2,126,563 ",658,7,27,7,4,0,68.7,303.7,60.7,69.3,1.704,55.8,4.926
Shane Lowry,36,2024,"$2,115,496 ",579,6,23,5,2,0,69.4,293.5,69.6,69.7,1.713,45,4.696
Jason Day,36,2024,"$2,025,941 ",670,7,25,6,3,0,69.3,299.4,57.4,65.6,1.702,58.1,4.56
J.T. Poston,30,2024,"$2,005,041 ",681,9,33,8,3,0,69.2,286.4,64.4,70.5,1.723,59.5,4.727
Patrick Cantlay,32,2024,"$1,952,336 ",644,7,27,7,1,0,69.8,293.3,55.2,65.9,1.758,60.6,4.519
Austin Eckroat,25,2024,"$1,941,185 ",606,8,30,7,1,1,69.6,294.7,67.2,69,1.737,50,4.367
Harris English,34,2024,"$1,917,591 ",666,8,31,8,2,0,69.5,296.7,62.6,70.8,1.749,52.5,4.065
Jordan Spieth,30,2024,"$1,861,625 ",501,6,18,4,2,0,69.2,297.7,58.2,69.8,1.681,62.5,5.056
Justin Thomas,30,2024,"$1,854,767 ",576,6,19,4,2,0,69,302.5,55.2,66.3,1.715,44,5.105
Si Woo Kim,28,2024,"$1,831,043 ",602,8,31,8,1,0,68.9,287.7,68.3,71.6,1.741,51.4,4.355
Grayson Murray,30,2024,"$1,785,863 ",589,7,22,4,1,1,70.6,300.5,65.4,65.2,1.758,65.9,4.455
Erik van Rooyen,34,2024,"$1,698,609 ",594,9,31,7,2,0,68.9,301.4,57.9,70.6,1.708,44.1,4.484
Matt Fitzpatrick,29,2024,"$1,627,450 ",512,8,25,5,1,0,69.5,300.3,61.3,70.2,1.703,52.4,4.76
Adam Hadwin,36,2024,"$1,616,842 ",535,8,25,5,2,0,69.6,295.7,60.4,69.3,1.729,47.7,4.84
Eric Cole,35,2024,"$1,597,151 ",572,10,33,7,1,0,69.6,291.4,61.2,66.3,1.743,50,4.455
Emiliano Grillo,31,2024,"$1,586,767 ",536,9,35,9,2,0,69.6,287.7,66.1,69.2,1.725,57.1,4.171
Russell Henley,34,2024,"$1,583,957 ",532,7,25,6,2,0,69.6,286.1,64.1,66.4,1.722,76.3,4.04
Max Homa,33,2024,"$1,473,598 ",486,7,25,6,1,0,70.2,300.3,54.2,66,1.754,63.4,4.28
Keegan Bradley,37,2024,"$1,378,605 ",448,7,$23 ,5,1,0,70.2,297.2,55.8,71.5,1.764,40.5,4.174
Collin Morikawa,27,2024,"$1,334,463 ",477,6,$19 ,4,1,0,69.8,285.7,65.6,67,1.725,44.8,4.789
Maverick McNealy,28,2024,"$1,320,992 ",389,8,$30 ,7,2,0,69.1,302.5,59.4,64,1.736,59.6,4.167
Sungjae Im,25,2024,"$1,312,397 ",448,9,$31 ,7,1,0,70,290.1,59.4,64.2,1.753,62.7,4.355
Corey Conners,32,2024,"$1,267,507 ",404,8,$31 ,8,0,0,69.4,294.6,65.1,74.9,1.78,44.7,4.129
Mark Hubbard,34,2024,"$1,237,102 ",424,8,$31 ,8,1,0,69.4,289.8,65.5,68.3,1.717,54.5,4.484
Cameron Young,26,2024,"$1,215,225 ",360,7,$27 ,7,2,0,69.8,298.5,58.6,70.2,1.748,40,4.481
Nicolai Højgaard,23,2024,"$1,189,092 ",356,6,$19 ,4,1,0,70.8,305,55.7,66.4,1.78,24,3.842
Kevin Yu,--,2024,"$1,188,136 ",311,8,$23 ,4,3,0,69.7,303.3,60.9,71.6,1.865,35.5,4.13
Brendon Todd,38,2024,"$1,131,134 ",393,8,$27 ,6,1,0,70,276.4,67,65.6,1.746,62.1,3.778
Stephan Jaeger,34,2024,"$1,130,731 ",362,8,$27 ,6,2,0,69.7,307.5,59.4,67.1,1.719,38.1,4.593
Doug Ghim,27,2024,"$1,107,761 ",353,7,$25 ,5,1,0,68.8,291.6,67.8,71.7,1.764,53.1,4.28
Patrick Rodgers,31,2024,"$1,102,695 ",383,8,$27 ,6,2,0,69.9,304.4,54.5,73.7,1.777,51.9,4.185
Andrew Putnam,35,2024,"$1,091,055 ",335,8,$29 ,7,2,0,69.6,278.9,65.3,70.7,1.78,53.7,3.931
Thomas Detry,31,2024,"$1,087,830 ",385,7,$22 ,4,1,0,70.6,299,58,68.7,1.74,42.4,4.727
Min Woo Lee,25,2024,"$1,067,926 ",324,6,$24 ,6,1,0,70.2,308,57.5,65,1.748,53.3,4.042
Taylor Montgomery,29,2024,"$1,064,266 ",313,8,$29 ,7,0,0,69.4,291.4,51.7,63.6,1.731,57.5,4.345
Charley Hoffman,47,2024,"$1,057,453 ",329,7,$23 ,4,1,0,70.1,299.1,52.9,64.4,1.754,53.8,4.043
Sepp Straka,30,2024,"$1,044,550 ",334,7,$21 ,4,0,0,70.9,288.8,65.1,70.4,1.778,34.6,3.857
Sami Välimäki,25,2024,"$999,334 ",332,8,$25 ,4,1,0,70.6,301.5,62.2,65.9,1.739,48.4,3.92
Tony Finau,34,2024,"$979,175 ",319,7,$27 ,7,1,0,69.2,302,56.2,71.5,1.733,44,4.815
Nate Lashley,41,2024,"$966,583 ",280,8,$21 ,2,1,0,70,290.7,70,65.4,1.778,50,4.333
Beau Hossler,29,2024,"$904,230 ",322,7,$25 ,6,1,0,69.3,292.4,57.5,71.4,1.756,55.2,4.32
Kurt Kitayama,31,2024,"$894,406 ",286,7,$25 ,6,1,0,69.5,302,54.8,67.8,1.777,40.5,4.08
Brice Garnett,40,2024,"$839,286 ",322,2,$0 ,2,1,1,0,0,0,0,0,0,0
Keith Mitchell,32,2024,"$826,586 ",270,8,$29 ,7,2,0,69,303.9,61.6,75.3,1.811,50,4.414
Rory McIlroy,34,2024,"$798,205 ",286,5,$19 ,5,0,0,70.2,313.7,63.9,68.1,1.751,60.6,4.842
Adam Scott,43,2024,"$780,396 ",274,5,$17 ,4,1,0,69.9,295.5,55,66.3,1.719,48.5,4.059
Lee Hodges,28,2024,"$763,060 ",237,9,$28 ,5,0,0,70.7,289.7,63.6,67.6,1.78,55.6,3.679
Alex Noren,41,2024,"$750,293 ",262,6,$23 ,6,1,0,68.7,289.9,69.5,74,1.814,59.3,3.739
Tommy Fleetwood,33,2024,"$742,911 ",217,5,$17 ,4,1,0,70.5,290.6,64.9,66.3,1.739,41.9,4.294
Adam Schenk,32,2024,"$687,255 ",233,9,$30 ,6,0,0,70,297.8,63.4,68.5,1.775,54.3,4.233
Andrew Novak,28,2024,"$679,861 ",219,7,$21 ,3,3,0,69.7,297.2,59.7,70.7,1.777,68,3.667
Joel Dahmen,36,2024,"$663,507 ",179,7,$23 ,4,0,0,70,286.7,65.7,72.2,1.815,50,3.696
Adam Svensson,30,2024,"$661,608 ",211,9,$25 ,4,1,0,70.9,295.5,61.9,67.8,1.797,50,3.44
Mackenzie Hughes,33,2024,"$656,455 ",212,7,$25 ,6,0,0,71,291.3,53.4,63.3,1.765,52.6,3.44
Viktor Hovland,26,2024,"$653,025 ",216,5,$19 ,5,0,0,70.5,300.4,58.1,67,1.725,40.7,4.263
Cam Davis,29,2024,"$652,584 ",238,7,$24 ,5,0,0,70.8,294.2,56.7,65.3,1.737,41.5,4.417
C.T. Pan,32,2024,"$633,064 ",202,6,$20 ,4,1,0,70.3,293,64.9,65.3,1.77,60,3.75
Akshay Bhatia,22,2024,"$629,921 ",221,7,$21 ,3,0,0,69.4,292.9,64.8,71.9,1.755,53.6,4.667
Denny McCarthy,31,2024,"$624,864 ",203,8,$29 ,7,0,0,69.9,286.2,59.5,64.2,1.719,58.1,4.103
Sam Ryder,34,2024,"$619,189 ",187,7,$21 ,4,0,0,69.8,280,68.1,70.3,1.707,46.4,4.238
Justin Lower,34,2024,"$616,773 ",198,8,$28 ,6,1,0,70.1,293.3,59,69.9,1.785,48.6,4.107
Taylor Moore,30,2024,"$606,850 ",189,7,$27 ,7,0,0,70.4,296.9,54.7,71.8,1.779,43.8,3.963
SéamusPower,37,2024,"$599,786 ",181,8,$29 ,7,0,0,70.7,292.6,61,66.5,1.778,57.1,3.414
Justin Rose,43,2024,"$599,372 ",189,7,$23 ,5,0,0,70.5,294.9,61,64,1.77,64.3,4.087
Peter Malnati,36,2024,"$584,536 ",190,7,$20 ,3,1,0,70.1,289.7,51.7,66.7,1.76,56,3.85
Jimmy Stanger,28,2024,"$572,466 ",193,7,$24 ,5,1,0,69.1,304.8,62,68.1,1.78,50,4.583
Tom Kim,21,2024,"$533,682 ",175,8,$26 ,6,0,0,70,291.3,61,67.9,1.794,60.5,4.038
Chan Kim,33,2024,"$504,539 ",165,7,$24 ,5,1,0,69.4,286.5,63.4,66.7,1.729,59.5,4.708
Erik Barnes,36,2024,"$503,614 ",188,4,$16 ,4,1,0,69.3,293.1,59.8,68.1,1.782,58.3,4.5
Ben Griffin,27,2024,"$496,001 ",156,9,$29 ,6,1,0,69.5,291.7,52.9,66.2,1.789,60,3.621
Tyrrell Hatton,32,2024,"$473,385 ",168,2,$0 ,2,0,0,0,0,0,0,0,0,0
K.H. Lee,32,2024,"$452,981 ",154,7,$20 ,3,1,0,69.7,296.6,61.7,62.2,1.743,50,4.1
Lucas Glover,44,2024,"$452,625 ",136,7,$23 ,5,0,0,70.2,282.3,67.2,71.3,1.78,58.1,4.13
Taylor Pendrith,32,2024,"$445,825 ",143,6,$17 ,2,2,0,70.2,306.9,48.5,65.5,1.782,57.1,4.235
Nico Echavarria,29,2024,"$428,769 ",173,9,$30 ,6,0,0,69.4,286.5,64.6,70.7,1.716,74.5,4.433
Carson Young,29,2024,"$424,469 ",145,7,$24 ,5,1,0,69.5,292.7,67.8,70.3,1.775,48,4.208
Ben Silverman,36,2024,"$423,017 ",159,7,$25 ,5,0,0,69.2,286.5,67.4,72.7,1.767,60,4.04
Michael Kim,30,2024,"$411,185 ",139,8,$24 ,4,1,0,69.9,293.6,52.2,65.3,1.723,53.3,4.958
Dylan Wu,27,2024,"$395,133 ",139,7,$23 ,4,0,0,70.2,291.7,64.9,68.9,1.778,56.3,3.826
Carl Yuan,26,2024,"$392,967 ",129,7,$18 ,2,1,0,70.8,308.1,60.7,65.2,1.79,65.4,3.778
Ryo Hisatsune,21,2024,"$386,220 ",144,8,$26 ,5,0,0,69.2,292.2,62.8,70.5,1.731,59.3,4.692
Martin Laird,41,2024,"$385,565 ",116,7,$23 ,4,2,0,70,284.4,62.5,68.9,1.774,72,4.174
Rickie Fowler,35,2024,"$380,082 ",87,8,$28 ,6,0,0,71.2,295,57.6,64.9,1.764,69.8,3.929
Victor Perez,31,2024,"$368,717 ",139,5,$16 ,3,1,0,69.4,296.8,65.5,76,1.763,35.3,3.813
Davis Thompson,24,2024,"$359,487 ",139,7,$24 ,5,0,0,69,300,58,70.8,1.702,64.3,4.708
David Skinns,42,2024,"$352,770 ",106,7,$19 ,2,1,0,69.8,299.9,59,69.8,1.756,39.4,4.579
Billy Horschel,37,2024,"$347,041 ",122,6,$19 ,3,1,0,69.2,294.1,65.2,75.7,1.794,48.1,4.053
Robert MacIntyre,27,2024,"$344,911 ",119,8,$25 ,4,1,0,70.1,297.4,56.3,68.9,1.821,59.1,3.88
Aaron Rai,29,2024,"$322,024 ",112,7,$25 ,5,0,0,69.4,290.3,75.3,73.5,1.749,56.5,4.52
Brandon Wu,27,2024,"$314,284 ",118,8,$24 ,4,0,0,69.6,294,63.1,70.4,1.744,50,4.458
Hayden Springer,27,2024,"$294,980 ",119,4,$15 ,3,1,0,69,306.3,59.8,70.8,1.706,61.1,4.8
Matti Schmid,26,2024,"$283,250 ",95,8,$21 ,2,1,0,70.5,299.1,56.8,70.4,1.772,65.5,3.952
Greyson Sigg,29,2024,"$269,979 ",100,7,$22 ,4,0,0,69.5,287.2,67.3,71,1.835,51.4,3.727
Alexander Björk,33,2024,"$254,250 ",77,6,$18 ,3,0,0,69.9,272.6,74.7,67.5,1.765,36.4,4
S.H. Kim,25,2024,"$245,266 ",86,9,$28 ,5,0,0,70.2,296.8,52,62.7,1.723,59.3,4.464
Matt NeSmith,30,2024,"$238,702 ",70,7,$22 ,4,0,0,70.3,287,62.8,70.1,1.824,38.2,3.636
Joe Highsmith,23,2024,"$230,955 ",97,6,$18 ,3,1,0,70.4,294,50.5,65.5,1.77,57.7,3.944
Ben Martin,36,2024,"$226,467 ",67,7,$22 ,4,0,0,70,288.5,57.1,69.4,1.764,46.4,3.773
Sam Stevens,27,2024,"$224,319 ",99,8,$26 ,5,0,0,70,304.3,52,68.7,1.761,36,4.192
Henrik Norlander,36,2024,"$218,125 ",84,2,$0 ,2,0,0,0,0,0,0,0,0,0
Garrick Higgo,24,2024,"$214,461 ",76,8,$26 ,5,0,0,69.9,306.4,51.6,70.3,1.735,36.8,4.231
Webb Simpson,38,2024,"$211,055 ",59,4,$13 ,3,0,0,70.7,294.5,61.5,65.8,1.799,59.3,3.462
Nick Hardy,28,2024,"$195,212 ",58,8,$25 ,5,0,0,70.8,298.3,55.9,68.4,1.802,44,4.12
Rafael Campos,35,2024,"$192,135 ",83,3,$12 ,3,0,0,69.4,305,59.8,70.8,1.771,70.6,4.417
Chesson Hadley,36,2024,"$191,237 ",85,6,$20 ,4,0,0,69.8,295.7,55,68.8,1.793,69.6,3.7
Aaron Baddeley,43,2024,"$189,167 ",92,7,$23 ,4,0,0,69.9,277.5,59.8,65.3,1.723,57.1,4.304
Bronson Burgoon,36,2024,"$186,490 ",62,3,$0 ,2,0,0,0,0,0,0,0,0,0
Ben Kohles,34,2024,"$178,475 ",71,8,$21 ,3,1,0,70.6,280.3,64.6,68.3,1.804,56.3,3.571
Tyson Alexander,35,2024,"$178,119 ",60,7,$22 ,3,0,0,70.9,298.9,54.5,67.8,1.776,35.3,3.682
Tyler Duncan,34,2024,"$172,076 ",57,8,$26 ,5,0,0,70.1,292.2,68.3,68.7,1.798,48.8,3.692
Adrien Dumont de Chassart,24,2024,"$171,998 ",62,7,$21 ,3,1,0,71.2,298.9,60.8,68.8,1.812,35.5,3.381
Zach Johnson,48,2024,"$171,178 ",72,4,$14 ,3,0,0,68.9,280.8,66.4,73.3,1.841,57.9,4.071
Matt Wallace,33,2024,"$170,445 ",53,8,$25 ,4,0,0,69.7,298.8,51.3,68.9,1.755,57.7,4.32
Parker Coody,--,2024,"$167,857 ",72,6,$21 ,4,0,0,69.6,301.9,54.4,71.3,1.801,54.2,4.095
Tom Whitney,34,2024,"$165,336 ",56,5,$15 ,2,0,0,70.5,287.5,63.3,75,1.778,33.3,4.533
Chandler Phillips,27,2024,"$161,637 ",68,6,$19 ,4,0,0,69.6,293.9,58.3,65.9,1.747,57.9,4.632
Zac Blair,33,2024,"$161,031 ",46,6,$22 ,5,0,0,70.1,273.8,70.6,67.6,1.776,62.1,3.682
Patton Kizzire,38,2024,"$153,135 ",55,6,$15 ,1,0,0,70.5,303.5,59,65.3,1.759,55.6,4
Joseph Bramlett,35,2024,"$151,688 ",64,7,$23 ,4,0,0,70.2,304.5,54.3,68.3,1.78,58.8,3.957
Jacob Bridgeman,24,2024,"$145,727 ",63,6,$20 ,4,0,0,69.6,288.9,59.9,64.6,1.769,65.5,4.2
Troy Merritt,38,2024,"$144,577 ",68,8,$25 ,4,0,0,69.8,287.6,67.4,67.2,1.748,50,4.2
Norman Xiong,25,2024,"$132,521 ",47,6,$17 ,2,1,0,69.8,303.6,60.8,67.5,1.729,56.3,4.529
Alex Smalley,27,2024,"$132,370 ",45,8,$19 ,2,0,0,70.9,302.2,59.6,66.3,1.81,52,3.737
Gary Woodland,39,2024,"$132,250 ",25,6,$16 ,2,0,0,71.8,305.3,49.1,64.2,1.789,37.5,3.75
David Lipsky,35,2024,"$126,600 ",31,7,$19 ,2,0,0,71.1,284.2,64,68.1,1.776,33.3,3.526
Robby Shelton,28,2024,"$122,366 ",44,7,$23 ,4,0,0,70.4,287.9,61.6,66.9,1.759,55.6,4.13
Jorge Campillo,37,2024,"$120,939 ",50,3,$0 ,2,0,0,0,0,0,0,0,0,0
Max Greyserman,28,2024,"$116,284 ",44,6,$17 ,3,0,0,69.3,301.6,54.7,69.7,1.773,50,4.412
Martin Trainer,32,2024,"$115,568 ",45,3,$0 ,2,0,0,0,0,0,0,0,0,0
Ryan Brehm,37,2024,"$111,730 ",45,7,$19 ,2,0,0,72.2,298.6,46.8,62.8,1.79,54.8,3.105
Harry Hall,26,2024,"$110,715 ",48,8,$25 ,4,0,0,69.9,293.6,55.6,67.4,1.757,64.5,4.56
Nick Dunlap,20,2024,"$107,390 ",24,6,$19 ,4,1,1,70.8,299.9,50,58.1,1.682,47.8,4.263
Davis Riley,27,2024,"$106,800 ",20,8,$22 ,3,0,0,71.5,300.2,57.8,64.3,1.782,46.7,4.045
Bud Cauley,34,2024,"$106,670 ",41,2,$0 ,2,0,0,0,0,0,0,0,0,0
Chad Ramey,31,2024,"$104,940 ",42,7,$21 ,3,0,0,70.7,285.4,60.9,61.7,1.745,64.9,3.952
Vince Whaley,29,2024,"$102,780 ",48,6,$16 ,2,0,0,70.2,297.8,49.4,70.4,1.868,47.8,3.75
Jhonattan Vegas,39,2024,"$100,196 ",41,5,$15 ,2,0,0,69.7,305.5,62.2,74.1,1.763,53.8,4.133
Justin Suh,26,2024,"$99,323 ",39,8,$21 ,2,0,0,71,296.6,60.8,65.1,1.787,52,4.048
Austin Cook,33,2024,"$97,000 ",35,1,$0 ,1,1,0,0,0,0,0,0,0,0
J.J. Spaun,33,2024,"$96,000 ",17,7,$17 ,2,0,0,71.8,286.3,57.6,65,1.794,44.1,3.529
Camilo Villegas,42,2024,"$94,964 ",21,7,$20 ,3,0,0,71,281.5,52.2,69.4,1.805,56.7,4.05
Vincent Norrman,26,2024,"$94,220 ",22,7,$20 ,3,0,0,71.7,307.3,58.2,73.9,1.895,24.1,3.1
Scott Stallings,38,2024,"$92,175 ",41,7,$19 ,2,0,0,70.4,294.1,55,71.9,1.826,48,3.632
Lanto Griffin,35,2024,"$91,894 ",29,5,$18 ,4,0,0,70.1,307.3,57.8,68.7,1.792,33.3,3.722
Ryan Moore,41,2024,"$88,126 ",19,7,$19 ,2,0,0,71.4,282.5,73.6,69.4,1.805,40,3
Daniel Berger,30,2024,"$87,020 ",38,5,$14 ,2,0,0,70.1,287.4,70,71.1,1.844,40,3.857
Hayden Buckley,28,2024,"$85,750 ",29,7,$18 ,2,0,0,71,290.8,64.8,62.6,1.805,52,3.667
Trace Crowe,27,2024,"$84,326 ",35,4,$13 ,2,0,0,70.4,291.4,52.9,63.3,1.728,42.1,3.846
Francesco Molinari,41,2024,"$75,320 ",12,4,$12 ,2,0,0,71.8,288.3,66.9,65.3,1.809,46.4,3.167
Ryan Fox,37,2024,"$74,279 ",30,5,$14 ,2,0,0,70.4,304.4,46.9,68.7,1.723,50,4
Matt Kuchar,45,2024,"$70,125 ",18,7,$16 ,1,0,0,71,284.9,61.5,65.4,1.758,42.1,3.188
Stewart Cink,50,2024,"$67,645 ",33,3,$0 ,1,0,0,0,0,0,0,0,0,0
Chris Gotterup,24,2024,"$65,865 ",26,6,$16 ,2,0,0,70.4,312.8,43.6,72.2,1.775,52.2,4.313
Cameron Champ,28,2024,"$61,695 ",31,7,$17 ,1,0,0,70.5,316.5,56.8,69,1.822,63,3.294
Richy Werenski,32,2024,"$57,000 ",28,1,$0 ,1,0,0,0,0,0,0,0,0,0
Kevin Chappell,37,2024,"$56,818 ",29,3,$0 ,2,0,0,0,0,0,0,0,0,0
Mac Meissner,25,2024,"$55,812 ",27,5,$15 ,2,0,0,70.2,301.2,52.4,69.9,1.762,65.2,4.067
Kevin Dougherty,32,2024,"$54,795 ",22,5,$15 ,2,0,0,70.3,312.9,55.5,72.2,1.821,50,4.733
Harrison Endycott,27,2024,"$48,220 ",21,4,$12 ,2,0,0,69.8,289.9,58.2,66,1.705,69.2,3.833
Alejandro Tosti,27,2024,"$45,462 ",14,6,$17 ,2,0,0,70.6,306.5,53.1,64.7,1.785,45.8,4.294
James Hahn,42,2024,"$44,145 ",21,3,$0 ,1,0,0,0,0,0,0,0,0,0
Will Gordon,27,2024,"$43,805 ",14,4,$12 ,2,0,0,69.6,301.4,56.3,75.7,1.853,46.2,4.5
Rico Hoey,28,2024,"$42,180 ",18,6,$17 ,2,0,0,70.1,305.2,58.8,72.6,1.798,40.9,4.529
Ryan McCormick,32,2024,"$41,965 ",18,4,$13 ,2,0,0,69.8,298.8,52.9,67.8,1.754,37.5,4.231
Cody Gribble,33,2024,"$34,422 ",20,1,$0 ,1,0,0,0,0,0,0,0,0,0
Paul Barjon,31,2024,"$34,020 ",14,6,$14 ,1,0,0,70.5,305.9,58,67.2,1.851,37.5,3.5
Wilson Furr,25,2024,"$32,805 ",15,4,$0 ,1,0,0,0,0,0,0,0,0,0
Austin Smotherman,29,2024,"$27,827 ",8,2,$0 ,2,0,0,0,0,0,0,0,0,0
Thorbjørn Olesen,34,2024,"$25,515 ",10,2,$0 ,1,0,0,0,0,0,0,0,0,0
Kevin Streelman,45,2024,"$21,480 ",12,6,$14 ,1,0,0,70.5,289.7,57.8,66.2,1.802,46.2,4.071
Tommy Gainey,48,2024,"$21,480 ",12,1,$0 ,1,0,0,0,0,0,0,0,0,0
Kevin Tway,35,2024,"$21,480 ",12,1,$0 ,1,0,0,0,0,0,0,0,0,0
S.Y. Noh,32,2024,"$21,480 ",12,1,$0 ,1,0,0,0,0,0,0,0,0,0
Zecheng Dou,27,2024,"$21,480 ",12,2,$0 ,1,0,0,0,0,0,0,0,0,0
Pierceson Coody,24,2024,"$21,480 ",12,6,$14 ,1,0,0,71.2,305.6,52.9,68.7,1.801,33.3,4.071
Chez Reavie,42,2024,"$20,454 ",7,6,$14 ,1,0,0,70.9,279.8,62.3,66.7,1.825,61.5,3.786
Padraig Harrington,52,2024,"$19,467 ",6,2,$0 ,1,0,0,0,0,0,0,0,0,0
Ryan Palmer,47,2024,"$19,467 ",6,4,$0 ,1,0,0,0,0,0,0,0,0,0
Ben Taylor,31,2024,"$19,080 ",4,7,$17 ,1,0,0,72.2,294.1,44.8,62.7,1.797,45.5,3.235
MJ Daffue,35,2024,"$17,577 ",4,2,$0 ,1,0,0,0,0,0,0,0,0,0
Brandt Snedeker,43,2024,"$16,920 ",2,7,$17 ,1,0,0,72.8,278.6,58.2,64.7,1.871,59.1,3.118
Scott Piercy,45,2024,"$14,200 ",7,2,$0 ,1,0,0,0,0,0,0,0,0,0
Patrick Fishburn,31,2024,"$14,200 ",7,5,$13 ,1,0,0,70.7,303,62.3,69.4,1.792,38.9,3.846
Raul Pereda,27,2024,"$14,200 ",7,4,$0 ,1,0,0,0,0,0,0,0,0,0
Jim Herman,46,2024,"$10,253 ",5,1,$0 ,1,0,0,0,0,0,0,0,0,0
Roger Sloan,36,2024,"$9,400 ",4,4,$0 ,1,0,0,0,0,0,0,0,0,0
Paul Haley II,36,2024,"$9,160 ",3,1,$0 ,1,0,0,0,0,0,0,0,0,0
Sean O'Hair,41,2024,"$8,800 ",3,1,$0 ,1,0,0,0,0,0,0,0,0,0
Josh Teater,44,2024,"$8,800 ",3,5,$13 ,1,0,0,70.5,290.4,62.3,65,1.821,60,3.231
Kyle Stanley,36,2024,"$8,800 ",3,1,$0 ,1,0,0,0,0,0,0,0,0,0
Sangmoon Bae,37,2024,"$8,800 ",3,1,$0 ,1,0,0,0,0,0,0,0,0,0
Brian Stuard,41,2024,"$8,360 ",2,1,$0 ,1,0,0,0,0,0,0,0,0,0
Chris Stroud,42,2024,"$8,200 ",2,1,$0 ,1,0,0,0,0,0,0,0,0,0
Scottie Scheffler,27,2023,"$21,014,342 ",4218,23,$88 ,23,17,2,68.3,310.3,62.1,74.4,1.735,44.2,4.409
Jon Rahm,29,2023,"$16,522,608 ",3486,20,$71 ,18,10,4,68.8,314,57.7,70.5,1.711,49.5,4.493
Viktor Hovland,26,2023,"$14,112,235 ",4024,23,$88 ,23,9,3,68.9,307.6,63.7,68.2,1.716,58.3,4.409
Rory McIlroy,34,2023,"$13,921,008 ",3494,18,$64 ,16,13,2,68.9,326.3,53.3,67.9,1.73,50.6,4.297
Max Homa,33,2023,"$10,761,517 ",2871,25,$86 ,21,13,2,69.2,304.8,60.1,66.9,1.699,55.6,4.337
Wyndham Clark,30,2023,"$10,757,490 ",2157,28,$102 ,24,8,2,69.4,313.5,54.9,67.8,1.727,56.5,4.108
Patrick Cantlay,32,2023,"$10,372,998 ",2843,21,$72 ,18,10,0,68.8,308.6,65.5,69.8,1.723,47.3,4.5
Brian Harman,37,2023,"$9,175,262 ",2339,28,$93 ,20,7,1,69.3,293.6,66.8,67.6,1.743,64.5,3.882
Keegan Bradley,37,2023,"$9,010,040 ",1933,24,$82 ,19,6,2,69.8,305.6,58.5,67.1,1.732,46.6,4.171
Xander Schauffele,30,2023,"$8,459,066 ",1866,23,$81 ,21,11,0,69.1,304.1,57.5,68.4,1.717,56.1,4.21
Tyrrell Hatton,32,2023,"$8,336,912 ",1509,21,$78 ,20,7,0,69.4,306.5,59.4,66.4,1.719,51.3,4.064
Matt Fitzpatrick,29,2023,"$8,144,543 ",2043,23,$73 ,16,6,1,70,304.1,56.6,65.1,1.741,57.3,3.74
Rickie Fowler,35,2023,"$7,864,161 ",1885,26,$96 ,24,8,1,69.4,308.1,58.5,68.1,1.725,55,4.156
Tom Kim,21,2023,"$7,774,918 ",1814,27,$90 ,21,9,2,69.2,297.6,67.5,69.5,1.725,45.5,4.222
Collin Morikawa,27,2023,"$7,573,198 ",1609,25,$81 ,18,7,1,69.2,296.2,68,71,1.742,53.3,4.21
Sahith Theegala,26,2023,"$7,284,670 ",1494,31,$106 ,25,8,1,69.9,304.9,52.8,64.9,1.708,55,4.208
